id,stackoverflowid,githubid,twitterid,ghdup,twdup
19675,416850,808713,102116346,f,f
19676,416860,377767,30143031,f,f
19677,416974,393175,15922478,f,f
19678,417006,703194,22959333,f,f
19679,417033,4063882,23799784,f,f
19680,417035,1410360,14273723,f,f
19681,417038,1476639,14890806,f,f
19682,417060,1908535,102372165,f,f
19683,417065,548729,20916043,f,f
19684,417083,203031,14593238,f,f
19685,417096,120928,12468482,f,f
19686,417144,1866847,261232348,f,f
19687,417194,225259,40258666,f,f
19688,417198,243189,43336839,f,f
19689,417264,718028,38131662,f,f
19690,417267,429275,74386458,f,f
19691,417268,454978,28457082,f,f
19692,417292,44984,434730451,f,f
19693,417324,300622,5386392,f,f
19694,417331,198189,261050500,f,f
19695,417344,11151,7160752,f,f
19696,417351,177367,17715234,f,f
19697,417388,1431770,32915500,f,f
19698,417401,243907,84021505,f,f
19699,417501,328433,932928660,f,f
19700,417563,138232,59794752,f,f
19701,417568,1633117,552673169,f,f
19702,417569,16329,21013992,f,f
19703,417578,389869,48799545,f,f
19704,417612,4775124,24403497,f,f
19705,417618,15921,343573,f,f
19706,417675,851445,13895632,f,f
19707,417685,253676,88757880,f,f
19708,417736,307824,17527673,f,f
19709,417804,214218,13991562,f,f
19710,417815,172532,170230485,f,f
19711,417821,1302,29121809,f,f
19712,417862,27508,45352871,f,f
19713,417864,64153,14148614,f,f
19714,417866,9794140,18650637,f,f
19715,417868,1594720,33770101,f,f
19716,417905,426005,165055386,f,f
19717,417978,4220736,17299314,f,f
19718,417988,833885,34409172,f,f
19719,418011,480984,9656992,f,f
19720,418036,531992,38569891,f,f
19721,418079,2747087,21856649,f,f
19722,418084,213567,18539732,f,f
19723,418149,192527,105584364,f,f
19724,418170,3925484,35758865,f,f
19725,418183,48783,1876957363,f,f
19726,418213,228097,23414647,f,f
19727,418217,1253899,42088365,f,f
19728,418297,322383,75601831,f,f
19729,418311,1316072,297255463,f,f
19730,418316,1179504,32900046,f,f
19731,418345,4088,649413,f,f
19732,418355,586991,49945141,f,f
19733,418358,72933,24267234,f,f
19734,418359,44516,3615341,f,f
19735,418418,736073,37468431,f,f
19736,418419,32815,18256713,f,f
19737,418487,609352,86758695,f,f
19738,418492,189409,16533057,f,f
19739,418497,729269,161314003,f,f
19740,418531,2161330,51992742,f,f
19741,418534,202773,12721422,f,f
19742,418555,384341,14686467,f,f
19743,418633,5830,13733742,f,f
19744,418653,213730,7168552,f,f
19745,418654,59905,14927721,f,f
19746,418675,101713,15077546,f,f
19747,418697,169306,202171975,f,f
19748,418701,992973,315783122,f,f
19749,418710,729734,130056786,f,f
19750,418711,2035153,86148456,f,f
19751,418717,121729,55098207,f,f
19752,418719,407137,18856564,f,f
19753,418857,463825,14063964,f,f
19754,418859,176527,424789291,f,f
19755,418865,1504296,36588310,f,f
19756,418962,181033,14834201,f,f
19757,418970,576994,53664201,f,f
19758,419216,322631,18607491,f,f
19759,419292,2716639,26588642,f,f
19760,419341,578790,156223409,f,f
19761,419369,18488,131470910,f,f
19762,419452,923060,19912171,f,f
19763,419475,617787,312656278,f,f
19764,419550,432680,159073244,f,f
19765,419686,40585,11776312,f,f
19766,419712,156846,16339134,f,f
19767,419769,1216943,19086855,f,f
19768,419770,94232,14489884,f,f
19769,419788,478093,13267922,f,f
19770,419818,58008,14817889,f,f
19771,419899,85652,16859645,f,f
19772,419961,462906,62819634,f,f
19773,419977,108389,21787955,f,f
19774,419994,2297081,311044654,f,f
19775,420038,157521,178825130,f,f
19776,420055,68206,25696968,f,f
19777,420068,4228091,51175879,f,f
19778,420102,4167060,28767744,f,f
19779,420153,122208,217271521,f,f
19780,420191,27688,750413,f,f
19781,420200,12976,11953602,f,f
19782,420303,156799,14805447,f,f
19783,420357,343499,105153177,f,f
19784,420358,289564,26703080,f,f
19785,420372,125555,54951537,f,f
19786,420376,4127968,1043224898,f,f
19787,420376,2804460,328760961,t,f
19788,420388,21331,15568988,f,f
19789,420423,662944,30413249,f,f
19790,420431,63679,14423915,f,f
19791,420437,65317,6839602,f,f
19792,420472,28619,8096232,f,f
19793,420492,301121,659643,f,f
19794,420526,1145520,43501030,f,f
19795,420533,1315909,58233676,f,f
19796,420555,675397,160963196,f,f
19797,420591,219861,35702544,f,f
19798,420617,2765356,55828339,f,f
19799,420646,223866,14135208,f,f
19800,420648,166664,18877255,f,f
19801,420722,702112,755692,f,f
19802,420781,226612,16186912,f,f
19803,420787,987896,540433820,f,f
19804,420791,77895,10389852,f,f
19805,420803,1512470,911338550,f,f
19806,420902,223657,88403861,f,f
19807,420913,152759,24184714,f,f
19808,420930,89186,15795956,f,f
19809,420935,112725,12944412,f,f
19810,420940,9934,246270204,f,f
19811,420941,3507985,72426293,f,f
19812,420989,56752,4959441,f,f
19813,421086,72858,7640362,f,f
19814,421143,597158,32945317,f,f
19815,421204,5731405,115198718,f,f
19816,421216,75623,7777252,f,f
19817,421225,347875,53822460,f,f
19818,421229,350441,110944477,f,f
19819,421276,1414858,14493997,f,f
19820,421277,27705,14187428,f,f
19821,421355,172886,716393,f,f
19822,421356,372718,16949048,f,f
19823,421393,448590,21522682,f,f
19824,421499,1051317,20832857,f,f
19825,421501,1872777,280044687,f,f
19826,421512,320596,14827826,f,f
19827,421524,1175963,133770767,f,f
19828,421533,510433,14316850,f,f
19829,421557,489586,730416882,f,f
19830,421562,727366,47093690,f,f
19831,421602,298598,50122858,f,f
19832,421677,115101,25068374,f,f
19833,421799,857,638403,f,f
19834,421827,195470,8057772,f,f
19835,421912,838810,312155325,f,f
19836,422010,65940,23216407,f,f
19837,422027,575559,17242009,f,f
19838,422055,48601,334948160,f,f
19839,422060,336005,40944254,f,f
19840,422064,540457,93586803,f,f
19841,422073,108933,20773256,f,f
19842,422078,1741050,19653946,f,f
19843,422093,3666249,2368362798,f,f
19844,422104,631813,44281665,f,f
19845,422200,5085348,264076069,f,f
19846,422288,32922,12622,f,f
19847,422311,1153520,124122905,f,f
19848,422312,2957868,2630267766,f,f
19849,422345,8648,9289312,f,f
19850,422362,216712,6773532,f,f
19851,422381,575559,17242009,f,f
19852,422476,834796,270269506,f,f
19853,422540,207689,30418037,f,f
19854,422622,304374,18577980,f,f
19855,422624,426436,7271152,f,f
19856,422631,238583,82978783,f,f
19857,422642,351371,273923589,f,f
19858,422651,530883,18363681,f,f
19859,422693,4471288,23561571,f,f
19860,422772,10513,700313,f,f
19861,422773,55574,5679882,f,f
19862,422839,796530,3626301,f,f
19863,422897,414522,19327119,f,f
19864,422913,1525248,69581671,f,f
19865,422914,365135,14305613,f,f
19866,422931,576509,325663451,f,f
19867,422936,294998,31354633,f,f
19868,422995,1227612,588437848,f,f
19869,422996,161737,190746523,f,f
19870,423006,160446,14661804,f,f
19871,423076,46784,27000360,f,f
19872,423089,1414842,14135831,f,f
19873,423102,446903,207474989,f,f
19874,423112,122799,11795782,f,f
19875,423153,291551,8779352,f,f
19876,423224,1007645,15944260,f,f
19877,423231,755001,13491682,f,f
19878,423243,208861,41535332,f,f
19879,423285,80267,14570431,f,f
19880,423297,59882,5409802,f,f
19881,423371,772968,76121726,f,f
19882,423378,42268,8731242,f,f
19883,423458,198190,9705712,f,f
19884,423479,1011444,498647647,f,f
19885,423516,17161,42855024,f,f
19886,423599,2057878,18384891,f,f
19887,423625,301515,15035636,f,f
19888,423646,1791770,87407909,f,f
19889,423795,748925,373525125,f,f
19890,423836,5128,9011272,f,f
19891,423857,158892,17210427,f,f
19892,424002,547842,43322527,f,f
19893,424004,771624,96337052,f,f
19894,424006,26229,241994758,f,f
19895,424086,428913,51082723,f,f
19896,424089,1060371,18455657,f,f
19897,424106,225170,1801631,f,f
19898,424149,151425,21212583,f,f
19899,424154,47006,771362,f,f
19900,424158,329903,31025539,f,f
19901,424180,286884,220656995,f,f
19902,424187,1438478,14411274,f,f
19903,424290,1857969,18246292,f,f
19904,424300,8009,8043462,f,f
19905,424301,341082,105841132,f,f
19906,424313,151,801676,f,f
19907,424315,605143,9885312,f,f
19908,424403,12206,14402837,f,f
19909,424413,550078,96163594,f,f
19910,424454,195060,14367955,f,f
19911,424473,191686,211609944,f,f
19912,424485,627364,26888227,f,f
19913,424486,110861,163055590,f,f
19914,424487,88859,27684616,f,f
19915,424549,921434,9353982,f,f
19916,424554,204191,8796532,f,f
19917,424574,1118762,188782715,f,f
19918,424592,53024,1473591,f,f
19919,424637,22093,1629241,f,f
19920,424730,641724,5453632,f,f
19921,424772,480899,179756233,f,f
19922,424783,701842,31731999,f,f
19923,424785,3292008,19410366,f,f
19924,424844,1993,8232112,f,f
19925,424863,566418,52287112,f,f
19926,424874,691729,16864441,f,f
19927,424978,127232,5657522,f,f
19928,424991,103315,34650516,f,f
19929,425051,1121984,2969327369,f,f
19930,425070,1607249,96941809,f,f
19931,425144,668464,14732735,f,f
19932,425163,1597394,309613623,f,f
19933,425180,3036301,23415682,f,f
19934,425183,2064862,16294322,f,f
19935,425186,965864,178105330,f,f
19936,425221,158689,8541592,f,f
19937,425269,470747,24765332,f,f
19938,425275,716405,175727560,f,f
19939,425290,203375,88890907,f,f
19940,425321,1215112,125000250,f,f
19941,425361,284725,37638024,f,f
19942,425371,1900,21110858,f,f
19943,425436,768449,1713188785,f,f
19944,425491,1042267,77953105,f,f
19945,425517,751447,14417215,f,f
19946,425544,3156721,34154474,f,f
19947,425645,35882,205354358,f,f
19948,425651,181155,15293804,f,f
19949,425680,505711,66008807,f,f
19950,425694,358281,97588551,f,f
19951,425761,867738,14289991,f,f
19952,425782,877638,40575552,f,f
19953,425791,26438,41926740,f,f
19954,425838,413986,25874853,f,f
19955,425864,98363,15863005,f,f
19956,425875,280026,17645887,f,f
19957,425932,377477,8133662,f,f
19958,425943,266841,61715546,f,f
19959,425947,80531,18967084,f,f
19960,425985,1805969,471629562,f,f
19961,426124,1390356,22894652,f,f
19962,426129,15636,15143131,f,f
19963,426247,223016,169163573,f,f
19964,426293,227923,37139784,f,f
19965,426336,1487150,594190220,f,f
19966,426380,304600,155247856,f,f
19967,426389,5611706,58825132,f,f
19968,426412,323227,14468369,f,f
19969,426416,53096,7659132,f,f
19970,426418,1500293,135196925,f,f
19971,426443,22064,15379361,f,f
19972,426444,245849,17895088,f,f
19973,426502,2502605,204438509,f,f
19974,426560,28336,17067981,f,f
19975,426580,802736,36652179,f,f
19976,426601,106659,2168611,f,f
19977,426608,4369,21993,f,f
19978,426645,149786,93706224,f,f
19979,426687,719920,23801362,f,f
19980,426709,98094,15216227,f,f
19981,426748,902747,103071412,f,f
19982,426794,148066,15119041,f,f
19983,426799,54071,6368102,f,f
19984,426889,247797,21364213,f,f
19985,426959,714282,23899459,f,f
19986,426991,131691,62220581,f,f
19987,427014,73152,17058778,f,f
19988,427023,127191,132455650,f,f
19989,427027,1040506,111866820,f,f
19990,427184,204235,19307588,f,f
19991,427219,271622,46902840,f,f
19992,427227,869051,15048392,f,f
19993,427246,783,5314652,f,f
19994,427275,1398727,274951734,f,f
19995,427297,912129,190452282,f,f
19996,427316,1661889,17024589,f,f
19997,427327,134749,404872386,f,f
19998,427338,934053,61171028,f,f
19999,427367,162989,289807945,f,f
20000,427368,156823,18644441,f,f
20001,427421,758372,43340388,f,f
20002,427443,222844,43872703,f,f
20003,427485,1169292,109328505,f,f
20004,427520,545514,571061308,f,f
20005,427542,726715,15970187,f,f
20006,427549,3229226,3124104147,f,f
20007,427582,207987,170349224,f,f
20008,427592,138,3237831,f,f
20009,427710,249800,144946031,f,f
20010,427727,620640,14811917,f,f
20011,427733,186424,29314608,f,f
20012,427804,699706,472809580,f,f
20013,427805,39653,14117593,f,f
20014,427812,507195,96087197,f,f
20015,427837,6292100,1240013676,f,f
20016,427857,1534875,26825783,f,f
20017,427878,103911,14243397,f,f
20018,427887,491720,150837884,f,f
20019,427890,2270699,124278180,f,f
20020,427978,1580714,18362117,f,f
20021,428005,511437,82577607,f,f
20022,428073,3287696,50692183,f,f
20023,428150,1162572,9233262,f,f
20024,428190,1124501,14682882,f,f
20025,428325,386151,15619570,f,f
20026,428331,331586,11247192,f,f
20027,428351,229761,43514030,f,f
20028,428436,938461,167533522,f,f
20029,428442,154370,16949108,f,f
20030,428469,507875,113123737,f,f
20031,428477,248090,42391544,f,f
20032,428486,261395,15743374,f,f
20033,428488,118638,45822226,f,f
20034,428504,3128,66512052,f,f
20035,428536,375693,77963222,f,f
20036,428568,1296629,16513147,f,f
20037,428579,379438,17875868,f,f
20038,428629,146043,11964,f,f
20039,428665,666285,163839003,f,f
20040,428697,93411,13036132,f,f
20041,428714,318947,22894926,f,f
20042,428735,445546,25668151,f,f
20043,428740,573473,34048372,f,f
20044,428786,170384,9623662,f,f
20045,428803,1514296,79318652,f,f
20046,428810,2548705,89489538,f,f
20047,428870,545055,18800569,f,f
20048,428901,2131246,147566398,f,f
20049,428908,641684,28459663,f,f
20050,429007,200959,16540067,f,f
20051,429013,184755,93731096,f,f
20052,429020,72830,38723130,f,f
20053,429070,50014,765929,f,f
20054,429082,794812,125560263,f,f
20055,429091,82626,55329971,f,f
20056,429140,609850,10790722,f,f
20057,429199,2648624,283397349,f,f
20058,429253,435075,98870217,f,f
20059,429303,432339,23319110,f,f
20060,429388,525105,22079162,f,f
20061,429427,1087744,65037564,f,f
20062,429509,434661,241652422,f,f
20063,429521,700480,21436119,f,f
20064,429533,939501,16887329,f,f
20065,429555,648018,255622813,f,f
20066,429577,91352,15515623,f,f
20067,429588,144690,14775314,f,f
20068,429688,413884,30096836,f,f
20069,429697,126839,19140470,f,f
20070,429740,249101,43396094,f,f
20071,429758,295689,14540563,f,f
20072,429790,309123,6163562,f,f
20073,429814,54157,8497262,f,f
20074,429819,606495,138790756,f,f
20075,429846,514696,282815200,f,f
20076,429868,5880412,15032364,f,f
20077,429926,1429698,17863034,f,f
20078,429940,354341,48286498,f,f
20079,429941,97099,6659392,f,f
20080,429959,459828,2555485932,f,f
20081,429962,297007,223917998,f,f
20082,430016,658622,59276060,f,f
20083,430028,1898105,35286258,f,f
20084,430061,482982,28833764,f,f
20085,430062,1125541,68742060,f,f
20086,430100,638592,33036932,f,f
20087,430112,1717379,186580502,f,f
20088,430151,3934332,16427603,f,f
20089,430177,349383,28290488,f,f
20090,430191,142436,15510316,f,f
20091,430205,105694,360244407,f,f
20092,430334,570322,19033837,f,f
20093,430338,330609,35215044,f,f
20094,430434,178141,17566687,f,f
20095,430560,522465,7709152,f,f
20096,430629,195925,3198311,f,f
20097,430661,2351826,8620782,f,f
20098,430664,4498401,109771362,f,f
20099,430676,150598,25617375,f,f
20100,430695,15759,23883,f,f
20101,430704,766160,72390842,f,f
20102,430706,322654,374469349,f,f
20103,430730,109243,64169730,f,f
20104,430958,470214,3910101,f,f
20105,430959,378307,53986097,f,f
20106,430961,144948,18953452,f,f
20107,430968,13406,15687925,f,f
20108,430977,204083,5503972,f,f
20109,430996,81302,14696873,f,f
20110,431012,1198184,15341387,f,f
20111,431022,6369964,203879878,f,f
20112,431041,613078,42368284,f,f
20113,431057,138526,774280,f,f
20114,431063,180302,14253824,f,f
20115,431069,1793383,24560905,f,f
20116,431079,278511,15281958,f,f
20117,431136,1159425,947379936,f,f
20118,431153,331,14245496,f,f
20119,431189,1001677,35841144,f,f
20120,431222,324915,114284003,f,f
20121,431268,400540,121547380,f,f
20122,431270,177047,94757717,f,f
20123,431308,1216056,149872525,f,f
20124,431396,386234,19107159,f,f
20125,431432,334233,5715302,f,f
20126,431481,1322483,289171385,f,f
20127,431522,273461,13772592,f,f
20128,431534,376554,14540210,f,f
20129,431630,392430,59506165,f,f
20130,431673,125248,70408357,f,f
20131,431678,2487499,1063522694,f,f
20132,431784,4028,6885842,f,f
20133,431816,299753,10026202,f,f
20134,431850,741525,52505853,f,f
20135,431858,1169262,142607237,f,f
20136,431871,961619,408664404,f,f
20137,431891,1114792,62374468,f,f
20138,431938,635272,394957937,f,f
20139,431954,2102976,92371593,f,f
20140,432112,399960,374992977,f,f
20141,432187,648318,71363260,f,f
20142,432193,1302091,106499150,f,f
20143,432328,172627,97029767,f,f
20144,432452,65335,1021981,f,f
20145,432473,424931,15349954,f,f
20146,432485,646013,14437213,f,f
20147,432499,275105,190912676,f,f
20148,432505,710774,6540172,f,f
20149,432513,167721,11176172,f,f
20150,432519,211631,15377115,f,f
20151,432542,1108200,17774671,f,f
20152,432553,203269,14716930,f,f
20153,432575,694893,249073676,f,f
20154,432589,470082,126661036,f,f
20155,432647,370832,8447112,f,f
20156,432663,415602,128821419,f,f
20157,432665,1858644,1225282782,f,f
20158,432669,95280,68794879,f,f
20159,432671,20631,9588712,f,f
20160,432709,116642,53727812,f,f
20161,432782,218289,406622081,f,f
20162,432787,429876,46418263,f,f
20163,432813,201351,14773155,f,f
20164,432835,807030,314812080,f,f
20165,432854,271810,19781783,f,f
20166,432903,978095,73597467,f,f
20167,432907,681517,190390200,f,f
20168,432926,1328657,13511842,f,f
20169,432929,88009,190177910,f,f
20170,432971,280064,50233514,f,f
20171,432982,489516,17210045,f,f
20172,433058,14306,4755401,f,f
20173,433078,85272,38807855,f,f
20174,433145,109015,54908148,f,f
20175,433189,798548,15660494,f,f
20176,433196,1444123,14794109,f,f
20177,433230,259576,16810983,f,f
20178,433234,439350,18167492,f,f
20179,433251,32307,30527806,f,f
20180,433265,4087248,7446092,f,f
20181,433282,225668,14386378,f,f
20182,433290,62878,841491,f,f
20183,433297,294291,9233772,f,f
20184,433400,82342,46250388,f,f
20185,433436,9039,305153065,f,f
20186,433446,293871,149515572,f,f
20187,433491,503856,122580714,f,f
20188,433512,392846,37522260,f,f
20189,433518,227817,37903940,f,f
20190,433558,161631,67738190,f,f
20191,433581,21991,5797332,f,f
20192,433587,723253,124841684,f,f
20193,433653,25951,16040395,f,f
20194,433662,118147,38844171,f,f
20195,433695,392176,9607502,f,f
20196,433709,877038,70075230,f,f
20197,433714,378998,162331913,f,f
20198,433717,509078,18605250,f,f
20199,433728,147486,67639298,f,f
20200,433775,361835,14858698,f,f
20201,433825,1632774,66641334,f,f
20202,433836,26460,15831796,f,f
20203,433878,2777685,179482577,f,f
20204,433879,591653,217901445,f,f
20205,433890,110777,188674678,f,f
20206,433913,219625,1410531,f,f
20207,433940,319844,98963299,f,f
20208,433970,5643,6489932,f,f
20209,433977,67823,324742797,f,f
20210,433985,16167,693263,f,f
20211,434024,918653,293792690,f,f
20212,434036,54208,77951496,f,f
20213,434057,615175,13124252,f,f
20214,434062,1409547,12732972,f,f
20215,434081,543846,321462745,f,f
20216,434096,79014,48221322,f,f
20217,434134,703139,19714244,f,f
20218,434171,408183,275740043,f,f
20219,434193,1061108,12249682,f,f
20220,434206,689872,50320799,f,f
20221,434217,327925,170371192,f,f
20222,434224,217368,19391122,f,f
20223,434227,3976183,3236436261,f,f
